full_text,sentiment,clean_full_text,word_count
@PutraErlangga95 Pilih paslon no. 1 Anis Baswedan &amp; Muhaimin Iskandar ️,netral,  Pilih paslon no. 1 Anis Baswedan &amp; Muhaimin Iskandar ️ ,10
@TeddGus @mohmahfudmd Mahfud setres berat benar2 sudah g bisa kontrol emosi bahaya kalau jadi pemimpin,negatif,   Mahfud stres berat benar benar sudah tidak bisa kontrol emosi bahaya kalau jadi pemimpin ,14
PDI-P menilai makan malam Jokowi dan Prabowo mengonfirmasi bahwa kepala negara memang tidak netral dalam kontestasi pilpres. https://t.co/n2WorIuPIq,netral, PDI-P menilai makan malam Jokowi dan Prabowo mengonfirmasi bahwa kepala negara memang tidak netral dalam kontestasi pilpres.  ,17
@kurawa Panglima TNI mantan dandim surakarta kapolri ketua KPU ketua MK dan gibran di jd kan walkot solo di kasih proyek dari pusat seperti pildun U20 masjid MBZ dll supaya terkesan bisa kerja semua jalan sdh dia persiapkan sedemikian rupa untuk dinasty nya,netral,  Panglima TNI mantan dandim surakarta kapolri ketua KPU ketua MK dan gibran di jadi kan walikota solo di kasih proyek dari pusat seperti pildun U20 masjid MBZ dan lain lain supaya terkesan bisa kerja semua jalan sudah  dia persiapkan sedemikian rupa untuk dinasti nya ,44
Keakraban Anies Muhaimin Prabowo Gibran dan Ganjar Mahfud di Podium Jelang Debat Ketiga https://t.co/3tIcfzzF39,netral, Keakraban Anies Muhaimin Prabowo Gibran dan Ganjar Mahfud di Podium Jelang Debat Ketiga  ,13
@Miduk17 yg menguasai maslh dlm debat semalam suka ga suka anies ok,positif,  yang menguasai masalah dalam  debat semalam suka tidak suka anies oke ,11
EmelecesEcuador jokowi _tweet cakimiNOW rizieqdivist daR4_ra EffendiRistriy1 Terus semangat juang 45 Ganjar Mahfud!!! GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral, EmelecesEcuador jokowi _tweet cakimiNOW  daR4_ra EffendiRistriy1 Terus semangat juang 45 Ganjar Mahfud!!! GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,20
Kebersamaan PKS dengan Anies-Muhaimin adalah langkah bijak untuk mewujudkan Indonesia yang lebih adil dan beradab. #PKSmenangAMIN PilihPKS CoblosAMIN,positif, Kebersamaan PKS dengan Anies-Muhaimin adalah langkah bijak untuk mewujudkan Indonesia yang lebih adil dan beradab.  PilihPKS CoblosAMIN ,17
@MinudeMaid @RisaHart @prabowo Prabowo emang gak bisa debat bisanya saling tembak. Emang lawan musuh nanti di LCS bisa pakai debat diplomasi tanpa senjata berat tidak akan berguna. Pilih presiden yang terbukti berani mati saja ,netral,    Prabowo memang tidak bisa debat bisanya saling tembak. Emang lawan musuh nanti di LCS bisa pakai debat diplomasi tanpa senjata berat tidak akan berguna. Pilih presiden yang terbukti berani mati saja  ,31
Anis - Muhaimin unggul Debat Capres #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/vKXn26KxeT,positif, Anis - Muhaimin unggul Debat Capres    ,6
@Dahnilanzar Omon-omon itu apa sih? Yg banyak bacot alias ngomong itu prabowo dan elu nil bilang Kuat2 situs kemhan bisa diretas. Kerjaan bagi2 proyek buat kroni apa kerjanya menhan? Pak anies udah jlas bgt loh indonesia hrs jd pemimpin di kawasan baru itu menunjukkan kuat dan disegani,netral,  Omon-omon itu apa sih? Yg banyak bacot alias omong itu prabowo dan kamu nil bilang Kuat2 situs kemhan bisa diretas. Kerjaan bagi bagi proyek buat kroni apa kerjanya menhan? Pak anies sudah jelas sekali  lo indonesia harus  jadi pemimpin di kawasan baru itu menunjukkan kuat dan disegani ,47
Debat Cawapres di #KoranHariIni Kompas: Tingkat Kematangan Sikap Telrihat. Media Indonesia: Gimik Gibran Jadi Bumerang. Jawa Pos: Tambang Ilegal hingga Stok Pupuk Jadi Sorotan. Jakarta Post: Muhaimin Mahfud join forces in debate. https://t.co/TEJXLyjBvJ,netral, Debat Cawapres di  Kompas: Tingkat Kematangan Sikap Telrihat. Media Indonesia: Gimik Gibran Jadi Bumerang. Jawa Pos: Tambang Ilegal hingga Stok Pupuk Jadi Sorotan. Jakarta Post: Muhaimin Mahfud gabung kekuatan ini debate.  ,31
@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @skatuu @kopikumantap @RahmatAminuddin ganjar mpud kian tergerus karena rakyat yang cinta jokowi bersuara bersama dukung Prabowo Gibran,netral,         ganjar mpud kian tergerus karena rakyat yang cinta jokowi bersuara bersama dukung Prabowo Gibran ,14
@Cantikah88 @kikysaputrii KPK mau mentersangkakan Anies gak bisa2 malah ketuanya yg jd tersangka korupsi... wkwkwk. Kebenaran akan menemukan jalannya sendiri.,positif,   KPK mau mentersangkakan Anies tidak bisa bisa malah ketuanya yang jadi tersangka korupsi... wkwkwk. Kebenaran akan menemukan jalannya sendiri. ,19
@PandamPamungkas @kurawa Mas @kurawa nggak usah ngurusin Anak Pak Ganjar Mukamu sekarang lagi belepotan Kotorannya Zul Tugasmu cuci cuci cebokin sekarang ..,negatif,   Mas  tidak usah mengurusi Anak Pak Ganjar Mukamu sekarang lagi berlepotan Kotorannya Zul Tugasmu cuci cuci ceboki sekarang .. ,19
@iyapahambgt @dayatpiliang Food estate itu gagal bukan menyelesaikan masalah krisis pangan malah menambah masalah baru krn banyak hutan yg ditebang. Tanah prabowo sdh dr lama kirain berkurang eh malah nambah mestinya pak jokowi yg mesti dipertanyakan dulu prnah disinggung beliau knp ga diselesaikan.,negatif,   Food perkebunan itu gagal bukan menyelesaikan masalah krisis pangan malah menambah masalah baru karena  banyak hutan yang ditebang. Tanah prabowo sudah  dari lama mengira berkurang eh malah tambah mestinya pak jokowi yang mesti dipertanyakan dulu pernah  disinggung beliau kenapa  tidak diselesaikan. ,41
@msaid_didu @aniesbaswedan @prabowo Prabowo harus menghadapi Gold Digger' yg ia ambil dari tempat antah berantah kali ke3,netral,    Prabowo harus menghadapi Gold Digger' yang dia ambil dari tempat antah berantah kali ketiga ,14
Gibran Tingkahnya belum dewasa belum layak blunder parah #ngakak #ngakak... https://t.co/VRoOD2wgDJ lewat @YouTube,negatif, Gibran Tingkahnya belum dewasa belum layak kesalahan ceroboh parah  ...  lewat  ,11
@ferrykoto @nangisyutu @mediocrickey Udah salah ngeles lagi lu koplak jelas jelas ganjar yang bicara itu fix lu itu cuma benci anies jadi mau sebagus apapun programnya lo akan dengki,netral,    Udah salah ngeles lagi kamu kocak jelas jelas ganjar yang bicara itu memperbaiki kamu itu cuma benci anies jadi mau sebagus apapun programnya kamu akan dengki ,26
@PreciosaKanti Prabowo Gibran pemenang nya ,positif,  Prabowo Gibran pemenang nya  ,4
@Nikmatul_Sg Merah untuk ekspresi dukungan yang penuh semangat untuk pasangan Ganjar Mahfud,positif,  Merah untuk ekspresi dukungan yang penuh semangat untuk pasangan Ganjar Mahfud ,11
@PutraErlangga95 Semakin yakin anies presiden RI 2024.amin.,positif,  Semakin yakin anies presiden RI 2024.amin. ,6
@ganjarpranowo Waw pak Ganjar sangat menikmati makan duren bersama masyarakat,positif,  Waw pak Ganjar sangat menikmati makan durian bersama masyarakat ,9
Simpul Relawan Terus Bertambah Iwan Riadi Tarigan: Jumlah Simpul AMIN Bisa Mencapai 2.000. Saat ini kita sdh merasakan aura masyarakat mendukung kita sehingga kita meyakini pasangan Anies Baswedan-Muhaimin Iskandar akan menang https://t.co/HYkzZI0Dnn @RikeSants @NenkMonica,netral, Simpul Relawan Terus Bertambah Iwan Riadi Tarigan: Jumlah Simpul AMIN Bisa Mencapai 2.000. Saat ini kita sudah  merasakan aura masyarakat mendukung kita sehingga kita meyakini pasangan Anies Baswedan-Muhaimin Iskandar akan menang    ,31
@kingslandsjay @RcyberProj0 @prabowo @gibran_tweet @budimuni98 @handoko2411 @FALDA81 @Projo_Pusat Saya yakin bahwa memilih pemimpin yang lebih suka berbuat daripada hanya berkata-kata adalah langkah bijak untuk memastikan pelaksanaan program dan kebijakan yang efektif.,netral,         Saya yakin bahwa memilih pemimpin yang lebih suka berbuat daripada hanya berkata-kata adalah langkah bijak untuk memastikan pelaksanaan program dan kebijakan yang efektif. ,23
@DjarotWidjanar1 @xquitavee ngadelin gibran juga asbun sis ngomong menggemukan binatang,netral,   andalkan gibran juga asbun saudari omong menggemukan binatang ,8
Kons3r menjadi momentum positif yang memperkuat keyakinan rakyat pada kepemimpinan Ganjar Pranowo - Prof Mahfud Kesejahteraan berkali lipat Indonesia Hebat ! @paddlpoop #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/2RJXoqCnvn,positif, Kons3r menjadi momentum positif yang memperkuat keyakinan rakyat pada kepemimpinan Ganjar Pranowo - Prof Mahfud Kesejahteraan berkali lipat Indonesia Hebat !      ,21
Restu Disabilitas teruntuk Pak Ganjar #GanjarMahfud2024 #GanjarMahfudM3nangDebat #TabrakProfMahfud #BANSOSLANJUT3 https://t.co/BTCoYd5K6B,positif, Restu Disabilitas teruntuk Pak Ganjar      ,5
@tvOneNews Setiap warga negara punya hak utk menghibur diri. Agar rasa percaya diri kembali tumbuh dan bisa joget2 gemoy lagi boleh juga release survey dgn elektabilitas prabowo di atas 90%.,netral,  Setiap warga negara punya hak untuk menghibur diri. Agar rasa percaya diri kembali tumbuh dan bisa joget joget gemoi lagi boleh juga rilis survei dengan  elektabilitas prabowo di atas 90%. ,30
@ferrykoto @gibran_tweet @mohmahfudmd @cakimiNOW Gibran emang bagus pak. Bagusnya nggak di lahirkan dulu,netral,     Gibran memang bagus pak. Bagusnya tidak di lahirkan dulu ,9
Kepemimpinan Ganjar-Mahfud memperkuat posisi Indonesia sebagai pemain kunci dalam arus perdagangan dunia. @Valina46055596 Top ! Sat Set https://t.co/AwKQ8oMmLt,positif, Kepemimpinan Ganjar-Mahfud memperkuat posisi Indonesia sebagai pemain kunci dalam arus perdagangan dunia.  Top ! Sat Set  ,16
@gibran_tweet da bego songong lagi kan aib makin kebukak.. ternyata raja @jokowi dulu tukang nyontek juga . Thanks Tom Lembong. Ayo @kangdede78 buzer komisaris komen dimari ,netral,  sudah bodoh sombong lagi kan aib makin kebukak.. ternyata raja  dulu tukang contek juga . Thanks Tom Lembong. Ayo  buzer komisaris komen di mari  ,24
Dalam visi Ganjar-Mahfud Indonesia harus menjadi contoh bagi negara-negara lain dalam implementasi sistem perpajakan yang adil. @SkyssiY Juara ! Sat Set https://t.co/ACHt6qQ01z,positif, Dalam visi Ganjar-Mahfud Indonesia harus menjadi contoh bagi negara-negara lain dalam implementasi sistem perpajakan yang adil.  Juara ! Sat Set  ,20
Ganjar-Mahfud menawarkan kebijakan yang mendukung UMKM untuk bersaing di pasar global. @ttaefflys Hebat ! Pasti Lebih Baik https://t.co/ru8WgwrNY4,positif, Ganjar-Mahfud menawarkan kebijakan yang mendukung UMKM untuk bersaing di pasar global.  Hebat ! Pasti Lebih Baik  ,16
@adrianawharf Gibran kalo bapaknya bukan presiden yakin bisa langsung maju jadi cawapres? Eh- ,netral,  Gibran kalau bapaknya bukan presiden yakin bisa langsung maju jadi cawapres? Eh-  ,12
Ide Ganjar-Mahfud tentang dana non-APBN itu cemerlang @onlyjessiee VisiMisi GanjarMahfud https://t.co/hY1pvRoFuv,positif, Ide Ganjar-Mahfud tentang dana non-APBN itu cemerlang  VisiMisi GanjarMahfud  ,9
@nanojr17 @PartaiSocmed Waktunya Prabowo mundur lah ,netral,   Waktunya Prabowo mundur lah  ,4
@ekokuntadhi1 bang capresnya kok gag rame ya hanya anis dan prabowo ajapak ganjar padahal bagus orangnya pintar dan tegas tapi sayang gag ada taring di tahun politik ini,positif,  bang capresnya kok tidak ramai ya hanya anies dan prabowo saja bapak ganjar padahal bagus orangnya pintar dan tegas tapi sayang tidak ada taring di tahun politik ini ,28
@triwul82 Samsul kejebak pertanyaan sendiri dia nanya gimana Regulasi Carbon Storage yaa tepat Pak Mahfud fokus pada masalah Regulasi / aturan kebijakan si Samsul harus banyak belajar,netral,  Samsul kejebak pertanyaan sendiri dia tanya  bagaimana Regulasi Carbon Storage ya tepat Pak Mahfud fokus pada masalah Regulasi / aturan kebijakan si Samsul harus banyak belajar ,26
peranan eksekutif sama parlemen harusnya seimbang yaaa disini anies kan dri non partai apakah orang non-partai bakalan punya power yg sama kayak orang partai ,netral, peranan eksekutif sama parlemen harusnya seimbang ya disini anies kan dari  non partai apakah orang non-partai akan  punya kekuatan yang sama mirip  orang partai  ,24
@alpa_tes @cry4nayz @nottmeagainnn @chiesaaldo_ @dayatpiliang Yg dibagiin timnya Prabowo itu susu uht merk ultrajaya dan sedotannya plastik. Yg kertas itu setahu saya baru Dancow susu cair,negatif,      Yg dibagikan timnya Prabowo itu susu uht merek ultrajaya dan sedotannya plastik. Yg kertas itu setahu saya baru Dancow susu cair ,21
@Catatan_ali7 @Masinton Samsul kurang etika mungkin mencontoh anies dan ganjar yang juga minim etika saat debat jadi berbagilah rasa wkwk,netral,   Samsul kurang etika mungkin mencontoh anies dan ganjar yang juga minim etika saat debat jadi berbagilah rasa ha ,18
Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP https://t.co/9opjgDqO3T #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif, Konsolidasi TKD Prabowo - Gibran di Cigadong Kabupaten ... - SERGAP     ,11
Program Ganjar-Mahfud langkah konkret menghapus kemiskinan @okirr55 VisiMisi GanjarMahfud https://t.co/brEsMFk4X2,positif, Program Ganjar-Mahfud langkah konkret menghapus kemiskinan  VisiMisi GanjarMahfud  ,8
@kevynsaverio @prabowo @grace_nat @RajaJuliAntoni Partai penjilat dulu menghujat. Sekarang menjilat. awokawokawok ,netral,     Partai penjilat dulu menghujat. Sekarang menjilat. ha  ,7
Ganjar-Mahfud berkomitmen untuk membangun kemitraan internasional yang saling menguntungkan memperluas pasar ekspor Indonesia secara berkelanjutan. @ultrafxbram Juara ! Pasti Lebih Baik https://t.co/b96VOEQCFD,positif, Ganjar-Mahfud berkomitmen untuk membangun kemitraan internasional yang saling menguntungkan memperluas pasar ekspor Indonesia secara berkelanjutan.  Juara ! Pasti Lebih Baik  ,20
@msobri99 @mohmahfudmd Kalau sudah tidak suka pada lawan apa pun gerak dan tingkah polah lawan pasti dipandang negatif. Tapi sikap anies atau ganjar pada debat lalu yg merendahkan Prabowo dianggap kebenaran. Naif banget !,netral,   Kalau sudah tidak suka pada lawan apa pun gerak dan tingkah pola lawan pasti dipandang negatif. Tapi sikap anies atau ganjar pada debat lalu yang merendahkan Prabowo dianggap kebenaran. Naif sekali  ! ,32
@_bobobaebae @lilaccountz aya2 wae ayo tanggung jwb anies buble ,netral,   aya aya wae ayo tanggung jawab  anies buble  ,8
Ganjar-Mahfud memahami bahwa pemberantasan korupsi merupakan langkah krusial untuk meningkatkan kepercayaan investor. @senseofel Top ! Pasti Lebih Baik https://t.co/LFfY2FoVlY,positif, Ganjar-Mahfud memahami bahwa pemberantasan korupsi merupakan langkah krusial untuk meningkatkan kepercayaan investor.  Top ! Pasti Lebih Baik  ,17
@GuarEmperor rill Prabowo sewot mulu sama jawaban anies,positif,  riil Prabowo sewot terus  sama jawaban anies ,7
Akronim SGIE (State of the Global Islamic Economy) yang ditanyakan Gibran kepada Muhaimin bukan petanda Gibran memiliki superioritas justru menunjukkan arogansi ( sombong) pribadi. KPU bikin pedoman debat dilarang menggunakan akronim saat bertanya.,netral, Akronim SGIE (State dari itu Global Islamic Economy) yang ditanyakan Gibran kepada Muhaimin bukan pertanda Gibran memiliki superioritas justru menunjukkan arogansi ( sombong) pribadi. KPU bikin pedoman debat dilarang menggunakan akronim saat bertanya. ,33
Ga saling melengkapi karena anies butuh sosok yg bisa lebih engage akar rumput dan buka peluang segmen baru dari kalangan akar rumput nahdliyin,positif, Ga saling melengkapi karena anies butuh sosok yang bisa lebih melibatkan akar rumput dan buka peluang segmen baru dari kalangan akar rumput nahdliyin ,23
@henrysubiakto Gibran hanya kecewa prabowo diperlakukan nir adab oleh anies dan ganjar wajar kalo dia nyerang balik ini politik bosku.,netral,  Gibran hanya kecewa prabowo diperlakukan nir adab oleh anies dan ganjar wajar kalau dia serang balik ini politik bosku. ,19
Repost dari Cawapres yang diusung Partai Perindo -- Bapak Mahfud MD (@mohmahfudmd) https://t.co/GmOGbSEyAp #3KenanganGusDur #GerakCepatGanjarMahfud #ganjarmahfud2024 #LanjutGan #Lebihbaik https://t.co/ASZYQbEP49,netral, Repost dari Cawapres yang diusung Partai Perindo -- Bapak Mahfud MD ()        ,12
@debuatomik Yg paling mengejutkan ya Gibran. Imin banyak kena slepet. Mahfud so so.,netral,  Yg paling mengejutkan ya Gibran. Imin banyak kena slepet. Mahfud sehingga so. ,12
Ganjar-Mahfud pilihan yang cerdas buat pemimpin masa depan Program kesehatan mereka tuh beneran nyentuh masalah yang penting. Ganjar Pranowo terbukti lebih baik @AuliyyaDin65859 #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/zWitr3dwZ0,positif, Ganjar-Mahfud pilihan yang cerdas buat pemimpin masa depan Program kesehatan mereka itu benaran sentuh masalah yang penting. Ganjar Pranowo terbukti lebih baik      ,22
Pilih Anis &amp; Muhaimin AMIN #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/huO4Ib6nG9,positif, Pilih Anis &amp; Muhaimin AMIN       ,5
Ganjar-Mahfud berkomitmen pada pengembangan SDM unggul untuk menopang pertumbuhan sektor perdagangan. @tsyslsblaa Juara ! Pasti Lebih Baik https://t.co/dRKyIiolXJ,positif, Ganjar-Mahfud berkomitmen pada pengembangan SDM unggul untuk menopang pertumbuhan sektor perdagangan.  Juara ! Pasti Lebih Baik  ,16
@griselruiz88 @aaa4343fce43 @jokowi @prabowo @gibran_tweet @PakarINTELek @mulanbilqis @Penyuka_ombak Oke kita buktikan saja nanti tanggal 14 Februari,netral,         Oke kita buktikan saja nanti tanggal 14 Februari ,8
@ItsMe_RBH @selaviviyani Main tebak2an dan tanya definisi ala @gibran_tweet meragukan sekali klo disuruh ngurus negri seluas ini... Ntar pas forum dunia di pake lagi jurusnya.... ,netral,   Main tebak tebakan dan tanya definisi ala  meragukan sekali kalau disuruh urus  negeri seluas ini... Ntar pas forum dunia di pakai lagi jurusnya....  ,23
Ganjar-Mahfud berkomitmen untuk meningkatkan efisiensi belanja negara demi kesejahteraan masyarakat. @zazaseaaa Juara ! Sat Set https://t.co/a48IzqaNfO,positif, Ganjar-Mahfud berkomitmen untuk meningkatkan efisiensi belanja negara demi kesejahteraan masyarakat.  Juara ! Sat Set  ,14
@riizkiRF @tvOneNews Knp merasa diserang ? Krn nggak bisa mnjwb dg bagus. Lihatlah anies ketika dikasih pertanyaan tajam tent IKN oleh ganjar didebat pertama Anies bisa mnjwab dg wonderful jd nggak merasa diseranag malah bangga dikasih pertanyàn tsb.,netral,   Knp merasa diserang ? Krn tidak bisa menjawab dengan  bagus. Lihatlah anies ketika dikasih pertanyaan tajam tentang IKN oleh ganjar didebat pertama Anies bisa menjawab dengan  luar biasa jadi tidak merasa diserang malah bangga dikasih pertanyaan tsb. ,37
@dhion8930289071 @PartaiSocmed Sok pinter tapi setelah selesai debat omongan si Gibran tidak berisi kosong,netral,   Sok pintar tapi setelah selesai debat omongan si Gibran tidak berisi kosong ,12
@bukan_ustad @Heraloebss Harusnya Gibran jawab: silakan bapak tanyakan sendiri ke atasan bapak. Saat ini saya belum jadi wapres jadi saya tidak berhak menjawab. Pertanyaan ngawur seorang cawapres yg masih jadi menteri tentang atasannya.,netral,   Harusnya Gibran jawab: silahkan bapak tanyakan sendiri ke atasan bapak. Saat ini saya belum jadi wapres jadi saya tidak berhak menjawab. Pertanyaan ngawur seorang cawapres yang masih jadi menteri tentang atasannya. ,31
@tijabar Kalau substansinya kuat tidak perlu banyak atraksi... Boro2 bicara substansi... Tambang ilegal saja si Gibran tdk paham sehingga hrs dicabut ijinnya.... Lama2 dikatain goblok nih sama Prabowo.... #CakIminBerkelas #GibranGakAdaAdab #DebatCawapers https://t.co/JE5We0hhDP,netral,  Kalau substansinya kuat tidak perlu banyak atraksi... Boro2 bicara substansi... Tambang ilegal saja si Gibran tidak paham sehingga harus  dicabut ijinnya.... Lama2 dikatai bodoh nih sama Prabowo....     ,27
@ajengcute16__ Ketika pak wowo dirujak anies. Lansung blingsatan,netral,  Ketika pak prabowo dirujak anies. Lansung blingsatan ,7
Debat peama capres 2024 aku koq melihat capres no 1 &amp; 3 yg terlihat lbh semangat. Mungkin krn baru peama kali jd capres. DebatCapres GanjarMahfud2024 GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,negatif, Debat pertama capres 2024 saya kok  melihat capres tidak 1 &amp; 3 yang terlihat lebih  semangat. Mungkin karena  baru pertama kali jadi capres. DebatCapres GanjarMahfud2024 GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,33
@BosPurwa Pak Anies berhasil menciptakan langkah-langkah nyata dalam mendukung UMKM yang berarti menciptakan lapangan kerja yang berarti bagi masyarakat.,positif,  Pak Anies berhasil menciptakan langkah-langkah nyata dalam mendukung UMKM yang berarti menciptakan lapangan kerja yang berarti bagi masyarakat. ,18
@Elmirakid @NdrewsTjan Wkwkk. Mana prabowo membantu. Yg ada anies yg bantuin. Wkwk. Mana ada kedengkian? Itu bukan personal. Wkwk. Bilang aja gak mampu.,netral,   Wkwkk. Mana prabowo membantu. Yg ada anies yang bantuin. Wkwk. Mana ada kedengkian? Itu bukan personal. Wkwk. Bilang saja tidak mampu. ,21
Mahfud Md Akui Dapat Laporan Soal Operasi Menekan Rektor untuk Bilang Jokowi Baik https://t.co/vF2wo7qaAn #TempoNasional,netral, Mahfud Md Akui Dapat Laporan Soal Operasi Menekan Rektor untuk Bilang Jokowi Baik   ,13
@ganjarpranowo Inilah bukti kalau pak ganjar adalah sosok yang sederhana dan merakyat,positif,  Inilah bukti kalau pak ganjar adalah sosok yang sederhana dan merakyat ,11
Pak Ganjar dan Pak Mahfud paham betul kebutuhan masyarakat mantap! @omkum1s VisiMisi GanjarMahfud https://t.co/K51UINMMVF,positif, Pak Ganjar dan Pak Mahfud paham betul kebutuhan masyarakat mantap!  VisiMisi GanjarMahfud  ,12
@LArismi11 Pendukung Prabowo seperti Zulhas hanya akan membawa malapetaka bagi bangsa ini jika diberikan kekuasaan yang lebih besar @ybcrepublicans 02LanjutkanHilirisasi Prabowo Gibran Berprestasi Samsul Zulhas Ndasmu,netral,  Pendukung Prabowo seperti Zulhas hanya akan membawa malapetaka bagi bangsa ini jika diberikan kekuasaan yang lebih besar  02LanjutkanHilirisasi Prabowo Gibran Berprestasi Samsul Zulhas Ndasmu ,24
@radencommie Anies hanya bicara fakta spt ada kecurangan dan ketidakadilan. Dan dia paham yg dia sampaikan. Lah si el sulfat mah paham yg dia sampaikan jg tidak. Jauh kalo dibandingin.,positif,  Anies hanya bicara fakta seperti  ada kecurangan dan ketidakadilan. Dan dia paham yang dia sampaikan. Lah si el sulfat mah paham yang dia sampaikan juga  tidak. Jauh kalau dibandingin. ,29
@erickthohir @prabowo @gibran_tweet Semoga anak cucu kalian semua baik akhlak dan fisiknya sama persis dengan capres yang kalian pilih di pilpres 2024 ini. Aamiin https://t.co/7nI9hUHuUF,netral,    Semoga anak cucu kalian semua baik akhlak dan fisiknya sama persis dengan capres yang kalian pilih di pilpres 2024 ini. Aamiin  ,21
@zainul_munas @aniesbaswedan Anies Muhaimin Presiden dan Wakil Presiden 2024,netral,   Anies Muhaimin Presiden dan Wakil Presiden 2024 ,7
@DPNAminBalad @aniesbaswedan @cakimiNOW Gus Muhaimin menyoroti food estate itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perncanaannya tidak matang. @cakimiNOW calon pemimpin yang pro rakyat Mantap #RezimPerusakLingkungan #AMINAjaDulu,positif,    Gus Muhaimin menyoroti makanan perkebunan itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang.  calon pemimpin yang pro rakyat Mantap   ,24
@negativisme Aku mah lebih percaya gibran daripada dirty vote https://t.co/REFTTSqAv4,netral,  Aku mah lebih percaya gibran daripada kotor memilih  ,8
M45Broo Yakin &amp; sangat optimis Ganjar -Mahfud akan memenangkan pilpres 2024 mereka berdua sangat menguasai semua aspek di tiap lini.... Gasspoll GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, M45Broo Yakin &amp; sangat optimis Ganjar -Mahfud akan memenangkan pilpres 2024 mereka berdua sangat menguasai semua aspek di tiap lini.... Gasspoll GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,29
@jek___ Mun vs whu Muhaimin vs wahyu,netral,  Mun versus siapa Muhaimin versus wahyu ,6
@Paltiwest Awalnya menganggap gibran gak berani debat dan terbukti hebatnya gibran membuat kedua paslon seperti kutu kupret,netral,  Awalnya menganggap gibran tidak berani debat dan terbukti hebatnya gibran membuat kedua paslon seperti kutu kupret ,16
@telegramnow @rahmaniarbaftim Jawaban Muhaimin genuine dan jujur sj tdk menjebak lawan debat jd diskusi saling adu gagasan.,netral,   Jawaban Muhaimin genuine dan jujur saja tidak menjebak lawan debat jadi diskusi saling adu gagasan. ,15
@pedagang_kritik @are_inismyname lah itu kan kmrn jurus jokowi dipake ke cak imin.. moso skrg jurus jokowi dipakein ke prabowo trus marah lagian sdh jelas kan kata pak jokowi itu quotenya loh,netral,   lah itu kan kemarin jurus jokowi dipakai  ke cak imin.. masa sekarang jurus jokowi dipakaikan ke prabowo terus  marah lagi  sudah  jelas kan kata pak jokowi itu kutipnya lo ,29
PJ Gub Jkt Heru Budi Curhat kalo Anggaran 81.3 T tidak cukup untuk mengurus DKI Jkt. Alhamdulillah dari sini kita faham begitu bagusnya Managemen &amp; tata kelola Pak Anies saat jadi Gub DKI Jakarta. Insya Allah Indonesia akan maju ditangan Pemimpin yang Tepat sepertu Pak Anies. https://t.co/XQwTcyQl2q,positif, PJ Gub Jkt Heru Budi Curhat kalau Anggaran 81.3 T tidak cukup untuk mengurus DKI Jkt. Alhamdulillah dari sini kita paham begitu bagusnya Managemen &amp; tata kelola Pak Anies saat jadi Gub DKI Jakarta. Insya Allah Indonesia akan maju ditangan Pemimpin yang Tepat seperti Pak Anies.  ,46
Ga layak karena sudah cacat etika..berat..seharus malu dong pake gugat gugatan he he sorry ye,positif, Ga layak karena sudah cacat etika..berat..seharus malu dong pakai gugat gugatan dia he sori hore ,15
@dtq23 @Hadirailguard @KakekHalal Doakan saja n menangkan GANJAR-MAHFUD biar diusut tuntas. Maaf gak bisa berharap dr Jokowi aplg dgn PS-GIBRAN or AMIN untuk menuntaskannya. Semangat️🇮🇩🇮🇩🇮🇩.,positif,    Doakan saja dan menangkan GANJAR-MAHFUD biar diusut tuntas. Maaf tidak bisa berharap dari Jokowi apalagi dengan  PS-GIBRAN orang AMIN untuk menuntaskannya. Semangat️🇮🇩🇮🇩🇮🇩. ,22
Ganjar Pranowo dan Mahfud MD akan selalu Bersama Rakyat. Ganjar Presiden Rakyat #YakinPilihGanjar #GanjarMahfud2024 https://t.co/av8UNbTS0K,positif, Ganjar Pranowo dan Mahfud MD akan selalu Bersama Rakyat. Ganjar Presiden Rakyat    ,12
@KompasTV es pokok'e q tetep pilih pak ganjar-Mahfud no 3 ,netral,  s pokok'e saya tetap pilih pak ganjar-Mahfud tidak 3  ,9
